dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
Getz,139.000.000,Hyundai,Số sàn,Hatchback,160000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
Santa Fe,275.000.000,Hyundai,Tự động,SUV / Cross over,196000,2007,Xăng,7,Đã sử dụng,Hàn Quốc
GLS Class,16.000.000.000,Mercedes Benz,Tự động,SUV / Cross over,,2021,,4,Mới,Đức
Triton,600.000.000,Mitsubishi,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
E Class,520.000.000,Mercedes Benz,Bán tự động,Sedan,85000,2009,Xăng,5,Đã sử dụng,
Xpander,568.000.000,Mitsubishi,Tự động,SUV / Cross over,18000,2020,Xăng,7,Đã sử dụng,Thái Lan
Rondo,615.000.000,Kia,Tự động,Minivan (MPV),33000,2018,Xăng,7,Đã sử dụng,
Lacetti,105.000.000,Daewoo,Số sàn,Sedan,167,2005,Xăng,5,Đã sử dụng,Hàn Quốc
Accent,398.000.000,Hyundai,Tự động,Hatchback,70000,2015,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,720.000.000,Toyota,Số sàn,Minivan (MPV),,2021,Xăng,8,Mới,Việt Nam
Crown,1.690.000.000,Toyota,Tự động,Sedan,390000,1996,Xăng,5,Đã sử dụng,Nhật Bản
3,631.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Elantra,500.000.000,Hyundai,Tự động,Sedan,42000,2017,Xăng,5,Đã sử dụng,
Triton,615.000.000,Mitsubishi,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
City,398.000.000,Honda,Tự động,Sedan,30000,2016,Xăng,5,Đã sử dụng,
3,644.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Sprinter,180.000.000,Mercedes Benz,Số sàn,Van,250000,2009,Dầu,16,Đã sử dụng,Đức
Innova,600.000.000,Toyota,Số sàn,Minivan (MPV),39000,2018,Xăng,8,Đã sử dụng,Việt Nam
Everest,1.071.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,7,Mới,Việt Nam
Kona,570.000.000,Hyundai,Tự động,,,2021,,,Mới,
GLC,2.399.000.000,Mercedes Benz,Tự động,SUV / Cross over,7000,2020,Xăng,5,Đã sử dụng,
Getz,169.000.000,Hyundai,Số sàn,Hatchback,12000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Sorento,730.000.000,Kia,Tự động,SUV / Cross over,20000,2019,Xăng,7,Đã sử dụng,Hàn Quốc
E Class,248.000.000,Mercedes Benz,Tự động,Sedan,17000,2004,Xăng,5,Đã sử dụng,Việt Nam
Ranger,1.195.000.000,Ford,Tự động,Pick-up (bán tải),37000,2020,Dầu,5,Đã sử dụng,Nước khác
Lacetti,150.000.000,Daewoo,Số sàn,,120000,2010,,,Đã sử dụng,
Santa Fe,1.015.000.000,Hyundai,Tự động,SUV / Cross over,50000,2019,Dầu,7,Đã sử dụng,Việt Nam
3,485.000.000,Mazda,Tự động,Hatchback,45000,2016,Xăng,5,Đã sử dụng,Việt Nam
Accent,395.000.000,Hyundai,Tự động,Hatchback,70000,2015,Xăng,5,Đã sử dụng,Hàn Quốc
3 Series,712.000.000,BMW,Tự động,Sedan,76000,2013,Xăng,4,Đã sử dụng,Đức
Fortuner,1.426.000.000,Toyota,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Everest,865.000.000,Ford,Tự động,SUV / Cross over,72000,2016,Dầu,7,Đã sử dụng,Thái Lan
3,545.000.000,Mazda,Tự động,Hatchback,50000,2017,Xăng,5,Đã sử dụng,Việt Nam
,550.000.000,,,,,,,,Đã sử dụng,
Tourneo,798.000.000,Ford,Tự động,,36000,2019,,,Đã sử dụng,
Accord,868.000.000,Honda,Tự động,Sedan,48500,2016,Xăng,5,Đã sử dụng,Thái Lan
Civic,775.000.000,Honda,Tự động,Sedan,24000,2019,Xăng,5,Đã sử dụng,Thái Lan
Dòng khác,70.000.000,Peugeot,Số sàn,Sedan,,1986,Xăng,5,Đã sử dụng,Nước khác
3,615.000.000,Mazda,Tự động,Sedan,14500,2019,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,708.000.000,Toyota,Số sàn,SUV / Cross over,18000,2015,Dầu,7,Đã sử dụng,Việt Nam
Fadil,382.500.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
XL 7,560.000.000,Suzuki,Tự động,SUV / Cross over,,2021,,7,Mới,Nước khác
Cerato,458.000.000,Kia,Tự động,Sedan,60000,2016,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,318.000.000,Hyundai,Số sàn,,23000,2019,,,Đã sử dụng,
i20,285.000.000,Hyundai,Tự động,Sedan,50000,2011,Xăng,5,Đã sử dụng,Ấn Độ
E Class,2.950.000.000,Mercedes Benz,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Accent,400.000.000,Hyundai,Tự động,Sedan,38000,2019,Xăng,5,Đã sử dụng,Việt Nam
2,350.000.000,Mazda,Tự động,Hatchback,100000,2013,Xăng,5,Đã sử dụng,Việt Nam
Corolla,339.000.000,Toyota,Tự động,Sedan,82000,2008,Xăng,5,Đã sử dụng,Việt Nam
Ranger,160.000.000,Ford,Số sàn,Pick-up (bán tải),200000,2004,Dầu,5,Đã sử dụng,Thái Lan
Transit,400.000.000,Ford,Số sàn,Van,200000,2015,Dầu,5,Đã sử dụng,Việt Nam
Everest,220.000.000,Ford,Số sàn,SUV / Cross over,100,2005,Dầu,7,Đã sử dụng,Việt Nam
Transit,525.000.000,Ford,Số sàn,Minivan (MPV),57000,2019,Dầu,16,Đã sử dụng,Việt Nam
Spark,220.000.000,Chevrolet,Số sàn,Hatchback,75000,2018,Xăng,5,Đã sử dụng,Mỹ
3,545.000.000,Mazda,Tự động,Hatchback,19000,2017,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,233.000.000,Hyundai,Số sàn,Sedan,75000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Zace,150.000.000,Toyota,Số sàn,,1,2001,Xăng,,Đã sử dụng,Việt Nam
Soluto,340.000.000,Kia,Số sàn,Sedan,50,2019,Xăng,5,Đã sử dụng,Hàn Quốc
Laser,89.000.000,Ford,Số sàn,Sedan,1000,2001,Xăng,5,Đã sử dụng,Việt Nam
Innova,340.000.000,Toyota,Số sàn,Minivan (MPV),80115,2015,Xăng,8,Đã sử dụng,
Morning,190.000.000,Kia,Tự động,Hatchback,90000,2010,Xăng,2,Đã sử dụng,
Accent,328.000.000,Hyundai,Tự động,Sedan,110000,2011,Xăng,5,Đã sử dụng,Hàn Quốc
Sorento,479.000.000,Kia,Tự động,Sedan,90000,2013,Xăng,7,Đã sử dụng,
Dòng khác,300.000.000,Hãng khác,Tự động,,,2021,,,Đã sử dụng,
Yaris,630.000.000,Toyota,Tự động,,5000,2020,,5,Đã sử dụng,Thái Lan
Ranger,765.000.000,Ford,Tự động,Pick-up (bán tải),6,2019,Dầu,5,Đã sử dụng,Thái Lan
Ertiga,395.000.000,Suzuki,Số sàn,Minivan (MPV),82000,2019,Xăng,5,Đã sử dụng,Nước khác
3,675.000.000,Mazda,Tự động,Hatchback,7000,2019,Xăng,5,Đã sử dụng,Việt Nam
Tucson,764.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Lancer,155.000.000,Mitsubishi,Số sàn,Sedan,200000,2008,Xăng,7,Đã sử dụng,Nhật Bản
Mondeo,385.000.000,Ford,Tự động,Sedan,78000,2011,Xăng,5,Đã sử dụng,Việt Nam
Ranger,596.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Micra,255.000.000,Nissan,Tự động,,70000,2010,,,Đã sử dụng,
Ranger,590.000.000,Ford,Số sàn,Pick-up (bán tải),71000,2017,Dầu,5,Đã sử dụng,Thái Lan
E Class,1.200.000.000,Mercedes Benz,Tự động,Sedan,100000,2015,Xăng,4,Đã sử dụng,Việt Nam
Venza,635.000.000,Toyota,Tự động,SUV / Cross over,85000,2009,Xăng,5,Đã sử dụng,Mỹ
C Class,1.120.000.000,Mercedes Benz,Tự động,Sedan,57000,2015,Xăng,5,Đã sử dụng,Việt Nam
Cruze,235.000.000,Chevrolet,Số sàn,Sedan,76000,2011,Xăng,5,Đã sử dụng,Hàn Quốc
Dòng khác,360.000.000,Hyundai,Số sàn,Sedan,98000,2019,Xăng,4,Đã sử dụng,Nhật Bản
Jolie,115.000.000,Mitsubishi,Số sàn,Kiểu dáng khác,310000,2004,Xăng,8,Đã sử dụng,Nhật Bản
Seltos,629.000.000,Kia,Tự động,,,2021,,,Mới,
CX 8,929.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Tucson,700.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
CX 5,555.000.000,Mazda,Tự động,SUV / Cross over,58000,2013,Xăng,5,Đã sử dụng,Việt Nam
E Class,979.000.000,Mercedes Benz,Tự động,Sedan,80000,2015,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,205.000.000,Hyundai,Số sàn,Hatchback,5555,2014,Xăng,5,Đã sử dụng,Ấn Độ
Grand i10,193.000.000,Hyundai,Số sàn,Hatchback,120000,2014,,5,Đã sử dụng,Hàn Quốc
3,675.000.000,Mazda,Tự động,Hatchback,7000,2020,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,530.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Nước khác
CX 5,780.000.000,Mazda,Tự động,SUV / Cross over,70000,2018,,5,Đã sử dụng,Việt Nam
Innova,695.000.000,Toyota,Số sàn,Minivan (MPV),17000,2019,Xăng,8,Đã sử dụng,Việt Nam
ES,700.000.000,Lexus,Tự động,Sedan,,2007,Xăng,4,Đã sử dụng,
